Date,Part_Number,Quantity,Unit_Price,Order_Amount,State
2023-01-21,B3057Y,117,30.63,3583.71,Wyoming
2024-11-10,B4760Z,234,440.91,103172.94,Wisconsin
2024-01-24,B2145Z,678,151.75,102886.5,New York
2024-02-29,D2275Z,241,467.16,112585.56,California
2024-01-04,C8407Y,840,261.82,219928.8,Vermont
2024-02-05,A3993Z,134,326.56,43759.04,Colorado
2023-02-18,D2477Z,810,208.71,169055.1,Washington
2024-05-04,C2671Z,30,232.99,6989.7,Nevada
2024-11-14,C9115X,766,124.01,94991.66,Tennessee
2024-10-11,D4267Y,322,266.94,85954.68,Virginia
2023-03-02,D1757X,517,124.95,64599.15,South Carolina
2023-08-06,C4311X,778,386.22,300479.16,Kansas
2024-05-19,C6923Y,737,416.72,307122.64,Rhode Island
2023-02-23,E5635Z,349,289.95,101192.55,Oregon
2023-10-13,C7996X,989,270.18,267208.02,Kansas
2023-04-24,A8262Y,663,66.66,44195.58,Missouri
2023-03-31,C8665X,280,47.12,13193.6,Iowa
2023-01-28,D7774Z,844,185.14,156258.16,Maryland
2023-05-07,D6304Y,380,224.65,85367.0,West Virginia
2024-06-28,D2275Z,83,445.49,36975.67,Louisiana
2023-09-21,A3176Y,22,138.36,3043.92,Missouri
2024-02-23,B8096X,887,294.97,261638.39,Virginia
2024-03-18,D6404X,79,338.59,26748.61,Ohio
2023-06-13,B4760Z,338,478.63,161776.94,Hawaii
2023-04-27,D7678Y,776,235.22,182530.72,Mississippi
2024-01-04,E8719Z,419,31.16,13056.04,Maryland
2023-10-21,D7774Z,856,147.16,125968.96,Utah
2023-08-15,D8424Y,245,396.17,97061.65,Arizona
2023-04-17,D6146Y,261,107.14,27963.54,Idaho
2024-11-07,B1605Z,789,277.38,218852.82,Maryland
2023-04-04,A7073Y,983,161.69,158941.27,Kansas
2023-06-18,C1619Y,915,470.25,430278.75,Kentucky
2023-04-23,B7052Z,306,362.95,111062.7,Kansas
2023-04-05,D4267Y,251,251.14,63036.14,North Dakota
2023-03-12,A7903Z,209,165.72,34635.48,Arizona
2024-06-18,C4514Z,764,382.38,292138.32,Michigan
2023-06-25,D9236Y,113,451.17,50982.21,Maryland
2024-12-22,D7774Z,990,198.78,196792.2,North Dakota
2024-12-29,E7964Y,261,164.93,43046.73,Utah
2023-01-06,E8719Z,769,20.81,16002.89,New Hampshire
2023-09-16,B1257Y,281,24.69,6937.89,New Jersey
2023-10-14,C2671Z,947,54.18,51308.46,New Hampshire
2024-08-07,B1257Y,288,198.58,57191.04,Kansas
2023-07-29,B8096X,941,260.88,245488.08,New Mexico
2023-04-24,D1105Z,383,221.74,84926.42,Idaho
2023-08-20,E2559X,893,194.43,173625.99,Rhode Island
2024-12-16,D4267Y,678,286.11,193982.58,New Hampshire
2024-02-05,C5664Y,116,200.87,23300.92,Minnesota
2023-09-07,D7701X,131,187.1,24510.1,Alabama
2024-04-07,D8616Z,268,305.9,81981.2,Arizona
2023-11-03,C3068X,923,478.23,441406.29,North Carolina
2024-05-24,A1335Y,224,276.92,62030.08,Kentucky
2023-10-19,A5783Y,84,263.48,22132.32,Maine
2023-04-26,D7701X,816,334.68,273098.88,South Dakota
2024-10-20,A6514X,737,396.39,292139.43,Utah
2023-04-16,A6615Z,504,92.24,46488.96,Georgia
2024-08-29,D5372X,346,293.55,101568.3,Wisconsin
2024-07-04,D7774Z,662,351.01,232368.62,New Hampshire
2023-09-22,D9202Z,923,353.27,326068.21,Rhode Island
2023-12-13,C3141X,487,231.52,112750.24,Georgia
2023-10-05,E2559X,846,40.44,34212.24,Utah
2024-07-28,D6304Y,284,334.87,95103.08,New Hampshire
2024-06-20,C5387X,580,450.39,261226.2,Pennsylvania
2023-11-28,D6304Y,847,66.56,56376.32,Tennessee
2024-08-16,D8490X,728,402.63,293114.64,New York
2023-12-22,D7678Y,899,198.85,178766.15,New Hampshire
2023-10-17,D7678Y,452,271.88,122889.76,Oklahoma
2023-10-17,B1505Z,753,422.55,318180.15,New Jersey
2024-01-03,D7678Y,43,438.98,18876.14,Wisconsin
2024-08-28,A9602Y,243,177.61,43159.23,Maine
2023-10-05,D8938X,468,365.87,171227.16,Kansas
2023-06-01,D7713Z,120,491.56,58987.2,Oklahoma
2024-02-07,E7964Y,33,411.21,13569.93,Oklahoma
2023-05-11,B7894Z,98,215.05,21074.9,Utah
2023-02-28,E3368Y,745,288.18,214694.1,Utah
2024-04-06,A3993Z,487,448.07,218210.09,Mississippi
2024-03-05,C7996X,742,484.49,359491.58,Oregon
2024-01-02,C9555X,609,418.18,254671.62,North Carolina
2023-05-08,D1774X,653,242.32,158234.96,Nebraska
2023-11-19,D2275Z,559,184.24,102990.16,Oregon
2023-09-26,C3141X,368,139.57,51361.76,Kentucky
2024-11-29,A2501Z,779,45.26,35257.54,New Hampshire
2024-09-02,D9236Y,956,266.27,254554.12,Minnesota
2023-05-13,A8262Y,611,213.26,130301.86,Louisiana
2024-01-19,A8500Z,856,119.91,102642.96,Nevada
2024-05-14,C9115X,234,194.21,45445.14,Ohio
2024-05-06,C6923Y,179,364.98,65331.42,Iowa
2023-11-28,D8616Z,882,413.41,364627.62,Montana
2024-12-20,D7774Z,800,328.92,263136.0,Oregon
2024-08-31,D7701X,488,182.28,88952.64,Kentucky
2023-05-03,C8407Y,182,93.45,17007.9,Arizona
2024-05-19,B4553Y,30,85.23,2556.9,Massachusetts
2024-02-17,C4311X,450,171.56,77202.0,Maine
2023-11-14,B1505Z,534,494.02,263806.68,Idaho
2024-01-22,C7996X,65,134.49,8741.85,New Hampshire
2023-12-01,C5387X,42,306.4,12868.8,Massachusetts
2024-08-15,D1774X,948,283.26,268530.48,Alaska
2023-04-17,D6304Y,316,319.54,100974.64,West Virginia
2024-06-03,D8424Y,378,203.53,76934.34,Rhode Island
2023-08-15,B1257Y,467,248.4,116002.8,Maine
2023-02-26,A3993Z,293,38.97,11418.21,Arkansas
2024-04-29,A9602Y,830,22.19,18417.7,North Carolina
2024-06-11,D5372X,119,396.78,47216.82,Mississippi
2023-04-11,C9555X,308,290.59,89501.72,Indiana
2023-07-01,D4267Y,269,367.11,98752.59,Maryland
2023-07-14,A1335Y,760,252.84,192158.4,Delaware
2024-04-07,D8211X,823,394.5,324673.5,New Jersey
2023-10-11,A7649Y,841,446.68,375657.88,Michigan
2023-01-03,D6404X,362,182.34,66007.08,Virginia
2024-08-13,C6923Y,875,275.07,240686.25,Iowa
2023-05-08,D9236Y,827,114.7,94856.9,Tennessee
2023-04-01,D8616Z,525,478.9,251422.5,Georgia
2024-11-20,D6304Y,807,498.69,402442.83,Wyoming
2023-01-21,D8490X,247,31.86,7869.42,Washington
2024-10-23,D4872Y,186,372.29,69245.94,Washington
2024-06-25,E1601Z,502,377.35,189429.7,Ohio
2024-06-08,B1605Z,810,331.5,268515.0,Utah
2023-02-02,E3368Y,843,472.84,398604.12,South Dakota
2024-09-03,A6862Z,270,23.04,6220.8,Oklahoma
2024-01-09,C1619Y,771,440.02,339255.42,Minnesota
2023-03-23,A1335Y,661,376.24,248694.64,Massachusetts
2024-04-03,C6923Y,185,20.42,3777.7,Montana
2023-04-11,D8211X,502,461.24,231542.48,New Hampshire
2024-08-08,A7649Y,701,157.66,110519.66,New Mexico
2024-07-05,B8096X,655,391.87,256674.85,Texas
2024-10-19,A4168Z,662,393.04,260192.48,Florida
2023-10-12,C8665X,343,263.9,90517.7,Wisconsin
2024-07-29,D1105Z,183,99.62,18230.46,Maryland
2023-05-02,C9648X,190,21.66,4115.4,Nevada
2024-07-13,C3141X,685,385.31,263937.35,Montana
2023-08-07,C1391X,670,253.31,169717.7,Montana
2023-01-11,C5664Y,53,31.76,1683.28,Florida
2023-12-08,C7787Z,187,177.78,33244.86,Pennsylvania
2024-02-19,A3176Y,124,72.37,8973.88,New Mexico
2023-08-13,C9277Y,662,108.04,71522.48,Montana
2024-05-12,D4167X,337,288.64,97271.68,Indiana
2024-09-23,A8719Y,31,340.86,10566.66,Kentucky
2024-09-17,B1605Z,502,328.03,164671.06,Arizona
2023-05-26,C9115X,35,322.94,11302.9,Tennessee
2024-05-26,E4711Y,506,227.39,115059.34,Delaware
2023-08-01,D1105Z,480,85.11,40852.8,Virginia
2024-06-14,D6404X,361,321.75,116151.75,Rhode Island
2023-08-19,E7128Y,869,399.74,347374.06,South Carolina
2024-12-08,A6862Z,625,332.4,207750.0,Maine
2023-06-07,A6862Z,890,29.93,26637.7,Wyoming
2023-06-24,A5665Z,649,74.55,48382.95,Hawaii
2024-02-20,B8096X,909,365.34,332094.06,Pennsylvania
2023-04-22,A5783Y,519,401.06,208150.14,Vermont
2023-12-04,D9236Y,382,131.16,50103.12,Minnesota
2024-05-06,A4168Z,842,198.15,166842.3,Pennsylvania
2023-12-09,A6615Z,644,230.49,148435.56,Maine
2024-08-07,C9277Y,872,158.4,138124.8,Hawaii
2023-04-25,B1505Z,179,260.48,46625.92,Illinois
2023-12-25,C1619Y,632,430.11,271829.52,Nevada
2024-07-16,D1105Z,979,395.99,387674.21,Utah
2024-01-17,A8719Y,557,72.79,40544.03,Maryland
2024-04-13,D2093Y,368,57.86,21292.48,Arizona
2024-11-03,B1877Z,563,153.83,86606.29,Nevada
2023-12-24,D2429Z,812,289.3,234911.6,Kentucky
2023-08-26,E3368Y,87,412.15,35857.05,Kansas
2024-12-19,E9867Z,103,255.61,26327.83,Illinois
2024-12-07,B1505Z,215,92.96,19986.4,Georgia
2024-09-12,B1257Y,78,415.02,32371.56,Washington
2023-08-17,D6304Y,213,422.64,90022.32,Wisconsin
2024-06-22,E7964Y,673,451.7,303994.1,New Jersey
2023-02-18,D2093Y,87,497.73,43302.51,Wisconsin
2023-04-14,B6001Z,152,426.29,64796.08,Arizona
2023-08-11,E8719Z,885,439.95,389355.75,Colorado
2023-07-01,D8490X,400,98.25,39300.0,Tennessee
2023-12-03,C8665X,4,15.78,63.12,Mississippi
2024-06-28,C1619Y,961,493.29,474051.69,West Virginia
2024-04-30,A3176Y,695,330.02,229363.9,Florida
2023-07-29,A4168Z,71,282.37,20048.27,Vermont
2024-01-11,E2559X,692,311.53,215578.76,Hawaii
2023-12-24,C2671Z,157,432.2,67855.4,Indiana
2023-07-15,B4684Z,949,222.92,211551.08,Arizona
2023-10-13,D8938X,439,73.18,32126.02,Alabama
2023-03-25,B1505Z,757,462.45,350074.65,South Carolina
2024-06-18,D4167X,495,324.81,160780.95,Virginia
2023-07-01,B1505Z,898,282.13,253352.74,Illinois
2023-09-06,A4168Z,90,354.0,31860.0,Arkansas
2023-05-03,C3068X,5,259.33,1296.65,Alabama
2023-01-10,D8616Z,502,479.67,240794.34,New Jersey
2023-12-07,A5665Z,830,191.8,159194.0,Colorado
2024-03-31,C2671Z,928,30.99,28758.72,Rhode Island
2023-08-25,B7052Z,168,445.83,74899.44,Florida
2024-11-26,E6371Z,630,215.91,136023.3,Maryland
2024-05-31,A3993Z,544,309.99,168634.56,Tennessee
2024-01-09,B4760Z,914,279.45,255417.3,Kansas
2023-10-26,A3176Y,41,51.66,2118.06,West Virginia
2023-08-01,A6514X,490,430.54,210964.6,Hawaii
2024-02-22,D1105Z,173,374.88,64854.24,Wisconsin
2023-02-23,D7678Y,873,493.18,430546.14,Nebraska
2024-03-27,E1490Y,200,87.94,17588.0,Connecticut
2024-04-07,D8424Y,850,89.27,75879.5,Georgia
2023-03-06,B1257Y,482,457.45,220490.9,Minnesota
2023-11-22,C1619Y,782,107.27,83885.14,Nevada
2024-04-07,C5387X,278,104.88,29156.64,Idaho
2023-08-30,D6404X,882,167.29,147549.78,Louisiana
2024-03-23,D4267Y,987,114.59,113100.33,Texas
2024-09-23,D1774X,659,286.93,189086.87,Kansas
2023-04-24,E7128Y,748,163.96,122642.08,Idaho
2024-05-21,E4711Y,611,213.62,130521.82,Maine
2023-04-05,D8211X,405,336.04,136096.2,Georgia
2024-02-02,E8291X,363,479.14,173927.82,Massachusetts
2023-04-15,D9520Z,441,310.99,137146.59,West Virginia
2023-05-11,A2501Z,871,433.36,377456.56,Indiana
2023-02-03,D7774Z,629,265.58,167049.82,Virginia
2023-03-18,D4167X,735,437.66,321680.1,West Virginia
2024-10-26,D9202Z,890,392.36,349200.4,Vermont
2024-05-09,A6862Z,85,46.62,3962.7,South Dakota
2023-12-28,C4514Z,624,29.15,18189.6,New Hampshire
2024-07-25,C5387X,181,259.1,46897.1,Maine
2023-08-18,D6304Y,509,133.06,67727.54,Michigan
2023-05-12,E5635Z,636,189.81,120719.16,Delaware
2024-11-13,A6184Y,587,498.05,292355.35,Idaho
2023-01-19,D4872Y,509,472.46,240482.14,Vermont
2024-11-14,D8938X,165,190.42,31419.3,Michigan
2023-05-07,D6404X,382,169.24,64649.68,Illinois
2023-02-06,E8291X,777,356.44,276953.88,Florida
2023-11-21,A3019X,874,249.98,218482.52,North Dakota
2023-02-20,B7052Z,509,114.36,58209.24,Kentucky
2024-08-08,E9867Z,172,255.73,43985.56,New York
2023-10-24,A7903Z,618,493.4,304921.2,Wisconsin
2024-01-23,B6001Z,631,305.39,192701.09,Montana
2024-12-29,B7894Z,171,97.18,16617.78,Oklahoma
2024-12-08,B1505Z,204,52.4,10689.6,Kansas
2023-06-15,A5665Z,885,488.63,432437.55,Indiana
2024-04-05,A6184Y,254,350.2,88950.8,Washington
2024-10-16,D4455Z,474,288.13,136573.62,Montana
2024-08-15,B7052Z,123,117.54,14457.42,Pennsylvania
2023-09-17,C9648X,83,243.56,20215.48,Florida
2024-07-01,D4872Y,189,149.86,28323.54,Georgia
2023-09-26,A7903Z,236,71.12,16784.32,New Hampshire
2024-06-20,C2671Z,887,420.61,373081.07,Florida
2024-05-07,D8938X,525,27.41,14390.25,Delaware
2024-03-30,C9648X,105,134.54,14126.7,Hawaii
2023-01-17,C4514Z,293,400.28,117282.04,Maryland
2024-10-12,E6371Z,306,135.31,41404.86,Montana
2024-05-11,A3993Z,268,139.0,37252.0,New Hampshire
2023-11-23,B2145Z,594,363.4,215859.6,Kentucky
2023-06-03,E1601Z,720,354.85,255492.0,New Mexico
2024-05-24,A6151X,701,14.79,10367.79,Louisiana
2023-02-17,C4311X,58,81.43,4722.94,Iowa
2024-07-30,D2429Z,512,318.64,163143.68,Nebraska
2024-04-29,B8096X,464,45.33,21033.12,New Mexico
2023-01-10,B2145Z,795,456.23,362702.85,Florida
2024-11-03,D8490X,886,332.92,294967.12,Connecticut
2023-06-27,B1257Y,109,237.08,25841.72,Illinois
2024-11-16,D2093Y,602,318.6,191797.2,Ohio
2024-12-13,C5664Y,850,363.97,309374.5,Pennsylvania
2024-01-08,C7787Z,505,375.59,189672.95,Delaware
2024-04-16,B1257Y,195,293.62,57255.9,New Mexico
2024-03-03,D1774X,633,13.01,8235.33,Kentucky
2023-04-09,D7678Y,296,337.3,99840.8,Pennsylvania
2023-06-12,A3019X,241,238.67,57519.47,Mississippi
2023-10-20,A3019X,365,396.2,144613.0,Alabama
2023-11-11,D4872Y,268,417.15,111796.2,Delaware
2023-06-28,B6001Z,710,417.94,296737.4,New Hampshire
2023-06-25,B1987Z,130,413.54,53760.2,Arkansas
2024-09-23,C9648X,566,206.08,116641.28,Washington
2023-07-15,D4747X,33,421.93,13923.69,Pennsylvania
2023-09-10,E4711Y,602,160.47,96602.94,Washington
2023-05-16,B2539Y,465,445.7,207250.5,New Mexico
2024-11-15,A1335Y,806,192.15,154872.9,Massachusetts
2024-04-21,E1490Y,743,167.84,124705.12,Virginia
2024-08-26,A3019X,878,201.41,176837.98,New Jersey
2023-02-25,D8424Y,648,391.91,253957.68,Iowa
2023-11-01,D2275Z,648,267.36,173249.28,Kentucky
2023-11-17,A5665Z,868,423.7,367771.6,South Carolina
2023-11-13,C2671Z,762,198.95,151599.9,Texas
2024-12-26,E5635Z,355,385.04,136689.2,North Carolina
2023-12-29,E6371Z,72,99.72,7179.84,North Dakota
2024-05-23,E8719Z,355,219.07,77769.85,Massachusetts
2023-01-30,D6304Y,820,256.3,210166.0,Oklahoma
2024-12-19,C9115X,502,224.89,112894.78,Colorado
2023-05-22,D6304Y,385,92.41,35577.85,New Jersey
2024-10-21,C8407Y,29,149.3,4329.7,Vermont
2024-02-24,D6404X,58,399.97,23198.26,North Dakota
2024-01-31,D2477Z,749,464.87,348187.63,Wyoming
2024-06-23,D6304Y,870,425.54,370219.8,Oregon
2023-09-19,B1877Z,687,57.92,39791.04,Nevada
2024-06-12,A5665Z,112,167.72,18784.64,Maryland
2024-10-22,D9202Z,274,306.32,83931.68,Maine
2023-06-04,E5635Z,656,363.57,238501.92,Wisconsin
2024-04-24,B4760Z,623,311.33,193958.59,Montana
2023-11-09,A8719Y,547,252.34,138029.98,Minnesota
2024-08-16,A9602Y,776,477.23,370330.48,West Virginia
2023-08-27,A7903Z,524,278.07,145708.68,Delaware
2024-08-05,D9202Z,802,101.55,81443.1,Kentucky
2023-03-10,A3993Z,986,357.9,352889.4,Idaho
2023-07-14,B2539Y,670,41.3,27671.0,Alabama
2023-07-09,E8474Y,914,457.11,417798.54,Arizona
2024-07-13,E8474Y,133,146.18,19441.94,Kentucky
2023-06-14,B1257Y,148,442.48,65487.04,Pennsylvania
2024-09-20,A4168Z,24,384.57,9229.68,Maine
2023-10-16,C5664Y,446,394.96,176152.16,North Dakota
2023-05-30,A6184Y,701,377.58,264683.58,Virginia
2024-01-03,C9555X,105,496.89,52173.45,Vermont
2023-01-02,B6001Z,850,61.41,52198.5,Wyoming
2023-12-03,A6615Z,803,80.97,65018.91,Tennessee
2023-04-17,D6304Y,78,155.38,12119.64,Iowa
2023-07-22,A8500Z,635,313.43,199028.05,Florida
2023-05-02,B7894Z,523,37.92,19832.16,Nebraska
2023-01-20,B4684Z,618,69.74,43099.32,Indiana
2024-11-29,C9648X,976,440.9,430318.4,Virginia
2024-10-29,B2145Z,73,459.53,33545.69,North Dakota
2023-03-18,B1987Z,748,72.02,53870.96,Nebraska
2024-10-05,C4311X,698,417.1,291135.8,Kentucky
2023-08-05,D2429Z,175,421.64,73787.0,Mississippi
2023-09-16,C1391X,697,331.38,230971.86,Vermont
2024-02-08,E8719Z,844,212.9,179687.6,New Hampshire
2024-03-15,D7774Z,586,215.55,126312.3,Massachusetts
2024-03-20,D8616Z,366,236.43,86533.38,Maryland
2023-03-05,D2477Z,977,126.18,123277.86,Texas
2023-08-08,E2559X,332,191.59,63607.88,New York
2023-11-19,C9277Y,755,171.42,129422.1,Nevada
2023-06-10,A6514X,815,153.53,125126.95,Texas
2023-08-25,C8407Y,9,263.77,2373.93,Alabama
2023-12-03,A8262Y,37,230.76,8538.12,Wisconsin
2023-09-02,D4267Y,426,252.44,107539.44,Utah
2024-11-06,D2477Z,136,127.81,17382.16,New Mexico
2023-05-30,A2431Y,218,460.01,100282.18,Louisiana
2024-10-15,B2539Y,947,110.78,104908.66,Georgia
2024-05-27,C1619Y,618,337.14,208352.52,Hawaii
2024-03-16,D9202Z,342,40.44,13830.48,New Mexico
2024-03-19,A9602Y,403,232.97,93886.91,Wyoming
2024-04-09,A6151X,749,478.75,358583.75,Vermont
2023-07-29,D7774Z,797,328.37,261710.89,Vermont
2023-03-17,A1335Y,772,105.74,81631.28,Maine
2023-01-11,B3057Y,53,487.45,25834.85,Minnesota
2024-08-19,A7073Y,869,438.36,380934.84,Minnesota
2023-09-25,D6304Y,635,168.39,106927.65,Vermont
2024-06-26,A3176Y,979,191.17,187155.43,Massachusetts
2024-04-13,C3068X,539,55.91,30135.49,Massachusetts
2023-11-18,A2501Z,290,250.14,72540.6,Florida
2024-02-14,B6001Z,843,117.27,98858.61,Nebraska
2023-02-17,D4356Z,181,229.02,41452.62,New Jersey
2023-12-18,A6151X,751,329.94,247784.94,Oklahoma
2023-01-19,B3057Y,951,289.08,274915.08,Rhode Island
2023-09-11,D2477Z,91,292.96,26659.36,Nevada
2023-04-10,A2690Z,805,486.73,391817.65,Massachusetts
2023-09-22,D8938X,755,462.98,349549.9,South Carolina
2023-09-13,D9236Y,145,98.28,14250.6,Oklahoma
2024-10-24,D4747X,242,366.2,88620.4,Virginia
2024-03-01,D4872Y,354,99.85,35346.9,Vermont
2024-03-01,C8407Y,870,252.43,219614.1,Florida
2023-07-03,C5664Y,535,293.02,156765.7,South Dakota
2023-02-15,A8500Z,297,493.84,146670.48,Oregon
2024-07-26,D7713Z,335,296.75,99411.25,New Jersey
2023-02-07,A7073Y,954,143.96,137337.84,Maine
2023-09-23,D7701X,660,193.58,127762.8,Texas
2023-11-17,C8407Y,585,211.15,123522.75,Kentucky
2023-07-02,D8616Z,992,363.36,360453.12,Texas
2023-07-08,A3993Z,741,43.5,32233.5,Louisiana
2024-12-06,A7547Y,57,409.01,23313.57,Texas
2023-12-24,A7547Y,842,403.78,339982.76,Connecticut
2023-03-18,A2501Z,561,17.91,10047.51,Minnesota
2023-11-30,A7903Z,459,161.86,74293.74,Vermont
2024-05-25,A2740X,577,367.51,212053.27,Mississippi
2023-07-21,A6862Z,137,88.68,12149.16,Montana
2024-07-18,D8424Y,608,327.04,198840.32,Texas
2024-12-14,D9202Z,580,171.0,99180.0,Montana
2023-08-15,D8211X,33,118.5,3910.5,Kansas
2023-03-31,E6371Z,229,103.74,23756.46,Colorado
2024-05-21,D9520Z,869,65.95,57310.55,Pennsylvania
2023-10-26,E1601Z,40,32.96,1318.4,Oregon
2023-09-07,E8291X,824,268.31,221087.44,New Mexico
2024-06-19,D4747X,175,423.91,74184.25,New York
2024-05-04,D5372X,321,280.76,90123.96,Colorado
2023-06-15,B4553Y,114,23.58,2688.12,Vermont
2023-06-20,D9236Y,731,71.77,52463.87,Pennsylvania
2023-06-28,A4168Z,300,321.1,96330.0,Hawaii
2024-05-12,D6304Y,955,383.37,366118.35,Oklahoma
2023-02-10,A3019X,769,42.21,32459.49,Georgia
2024-12-17,B1257Y,515,154.82,79732.3,Utah
2024-01-08,A6862Z,59,135.14,7973.26,Idaho
2023-01-24,E6371Z,866,102.92,89128.72,New York
2023-06-20,D4356Z,394,250.75,98795.5,North Carolina
2023-04-01,A5783Y,367,62.9,23084.3,Louisiana
2023-12-23,E8474Y,125,346.92,43365.0,Alabama
2023-06-29,D8616Z,413,196.23,81042.99,Colorado
2024-11-05,D1757X,310,123.75,38362.5,North Carolina
2023-02-07,C7996X,343,438.23,150312.89,Texas
2024-04-20,D2275Z,233,374.29,87209.57,Oregon
2023-06-21,E1490Y,96,122.56,11765.76,Mississippi
2024-03-24,A7073Y,497,454.28,225777.16,Virginia
2024-08-25,D5372X,563,438.17,246689.71,Alaska
2024-01-19,D4356Z,944,377.23,356105.12,Nevada
2024-10-19,D7678Y,484,64.0,30976.0,South Carolina
2024-08-21,B3057Y,431,102.9,44349.9,Illinois
2024-03-11,D1774X,174,150.89,26254.86,Alabama
2023-02-22,A2740X,637,320.86,204387.82,Virginia
2024-11-15,A6615Z,111,294.09,32643.99,Missouri
2024-10-09,A5665Z,420,203.61,85516.2,Hawaii
2023-06-05,E7964Y,617,258.16,159284.72,Alaska
2024-05-31,D4455Z,676,93.52,63219.52,Ohio
2024-02-12,D6404X,737,458.53,337936.61,South Dakota
2024-09-22,E7128Y,781,291.7,227817.7,North Dakota
2024-05-21,D6404X,356,14.49,5158.44,Maryland
2024-12-09,D7678Y,642,106.49,68366.58,Massachusetts
2024-05-06,D9202Z,197,199.43,39287.71,Connecticut
2023-12-26,D4167X,18,276.87,4983.66,North Carolina
2024-07-10,E7128Y,841,42.27,35549.07,Kentucky
2024-08-12,E2559X,374,115.79,43305.46,Pennsylvania
2024-06-14,B1257Y,942,10.59,9975.78,Pennsylvania
2023-08-27,B7894Z,803,320.43,257305.29,Florida
2023-02-11,B8096X,108,17.27,1865.16,New York
2024-02-13,D4872Y,653,13.28,8671.84,New Jersey
2024-10-15,B4553Y,456,38.0,17328.0,California
2023-05-23,D6146Y,255,155.71,39706.05,Oregon
2023-10-29,D4356Z,667,386.89,258055.63,Illinois
2023-07-28,C7996X,343,248.02,85070.86,Illinois
2024-07-11,A8500Z,132,192.1,25357.2,Idaho
2024-10-29,D7774Z,309,74.73,23091.57,Arizona
2023-10-20,A2501Z,1,339.85,339.85,Utah
2023-05-01,D5372X,298,71.13,21196.74,Texas
2023-03-02,B7052Z,264,97.09,25631.76,Minnesota
2024-03-10,B4684Z,890,345.84,307797.6,Louisiana
2024-05-04,D8616Z,526,439.04,230935.04,Alabama
2024-12-01,E6371Z,145,442.58,64174.1,Delaware
2023-10-02,B4760Z,617,82.44,50865.48,Hawaii
2023-10-29,C4311X,405,469.73,190240.65,Kentucky
2023-08-21,D9236Y,111,267.63,29706.93,Alaska
2023-04-17,D1757X,973,193.23,188012.79,Colorado
2023-04-18,A6151X,873,17.63,15390.99,Hawaii
2023-01-27,E5635Z,195,170.8,33306.0,Montana
2024-05-04,D4747X,499,97.51,48657.49,Nevada
2023-02-05,B1605Z,15,385.47,5782.05,Iowa
2023-08-17,B1605Z,587,471.2,276594.4,Washington
2024-08-14,B4553Y,729,98.1,71514.9,Georgia
2024-08-26,B8096X,663,349.34,231612.42,Montana
2023-02-18,D1774X,451,237.32,107031.32,Pennsylvania
2023-09-21,D8424Y,692,250.12,173083.04,Delaware
2023-05-12,D4167X,490,439.59,215399.1,Kentucky
2023-07-04,E9867Z,980,209.86,205662.8,New York
2024-03-19,E7128Y,445,344.8,153436.0,Nevada
2024-01-15,C5664Y,289,44.13,12753.57,Washington
2024-06-23,E3368Y,781,194.59,151974.79,Georgia
2023-01-04,C9277Y,942,174.7,164567.4,Kentucky
2024-10-19,A9602Y,260,433.5,112710.0,Illinois
2023-11-28,B4553Y,6,88.97,533.82,Virginia
2024-03-30,B8096X,663,66.86,44328.18,Virginia
2024-06-10,B2539Y,212,156.1,33093.2,Washington
2024-09-13,A7903Z,463,307.23,142247.49,New Hampshire
2023-01-13,D4356Z,800,255.74,204592.0,Nevada
2023-06-28,A6184Y,571,115.67,66047.57,Utah
2024-10-06,A6862Z,384,309.61,118890.24,Hawaii
2023-08-13,E3368Y,734,416.78,305916.52,South Dakota
2024-12-14,D8938X,98,450.76,44174.48,New Jersey
2023-05-26,A6184Y,686,378.27,259493.22,Nebraska
2024-04-10,B2145Z,96,190.11,18250.56,Florida
2024-03-16,D4455Z,965,340.79,328862.35,New Hampshire
2024-05-26,A6514X,181,269.59,48795.79,Connecticut
2023-03-22,C9115X,836,484.53,405067.08,Missouri
2023-10-14,C1619Y,442,285.32,126111.44,Indiana
2023-02-13,D1757X,470,186.23,87528.1,Missouri
2024-04-11,C3068X,757,299.92,227039.44,Iowa
2023-09-11,E8474Y,300,209.77,62931.0,Arizona
2024-08-29,E8291X,156,277.18,43240.08,South Carolina
2024-01-30,D5372X,529,215.7,114105.3,Colorado
2023-03-19,A7073Y,601,386.71,232412.71,Virginia
2024-03-22,D1757X,732,311.86,228281.52,South Dakota
2023-04-25,D1757X,441,425.01,187429.41,Louisiana
2023-06-12,B7894Z,950,467.77,444381.5,Delaware
2024-08-12,B8096X,920,379.36,349011.2,Oklahoma
2023-07-30,C8665X,812,209.58,170178.96,Idaho
2023-11-27,C7787Z,598,447.29,267479.42,New York
2023-02-11,A2431Y,292,232.09,67770.28,Alaska
2024-09-18,B7052Z,381,433.61,165205.41,Hawaii
2023-02-02,E4711Y,204,132.35,26999.4,Wyoming
2023-01-01,A7649Y,462,434.79,200872.98,Tennessee
2024-09-30,A3176Y,373,329.84,123030.32,Montana
2023-04-07,C8665X,108,88.73,9582.84,Alaska
2024-04-16,D1757X,835,285.84,238676.4,Kentucky
2024-01-11,D2429Z,291,383.97,111735.27,Kansas
2024-11-29,D9202Z,298,426.79,127183.42,Wyoming
2024-12-13,A5665Z,827,410.75,339690.25,Arizona
2024-03-05,E8474Y,947,268.86,254610.42,Pennsylvania
